Regions code,Regions label,Migration Region (inflow) (6 categories) code,Migration Region (inflow) (6 categories) label,Ethnic group (6 categories) code,Ethnic group (6 categories) label,National Statistics Socio-economic Classification (NS-SeC) (10 categories) code,National Statistics Socio-economic Classification (NS-SeC) (10 categories) label,Count
E12000001,North East,3,"Inflow: lived elsewhere one year ago outside the area, but within the associated area",3,Mixed or Multiple ethnic groups,7,L13: Routine occupations,75
E12000001,North East,3,"Inflow: lived elsewhere one year ago outside the area, but within the associated area",3,Mixed or Multiple ethnic groups,8,L14.1 and L14.2: Never worked and long-term unemployed,60
E12000001,North East,3,"Inflow: lived elsewhere one year ago outside the area, but within the associated area",3,Mixed or Multiple ethnic groups,9,L15: Full-time students,730
E12000001,North East,3,"Inflow: lived elsewhere one year ago outside the area, but within the associated area",4,White,-8,Does not apply,2214
E12000001,North East,3,"Inflow: lived elsewhere one year ago outside the area, but within the associated area",4,White,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",3420
E12000001,North East,3,"Inflow: lived elsewhere one year ago outside the area, but within the associated area",4,White,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",4692
E12000001,North East,3,"Inflow: lived elsewhere one year ago outside the area, but within the associated area",4,White,3,L7: Intermediate occupations,2408
E12000001,North East,3,"Inflow: lived elsewhere one year ago outside the area, but within the associated area",4,White,4,L8 and L9: Small employers and own account workers,1407
E12000001,North East,3,"Inflow: lived elsewhere one year ago outside the area, but within the associated area",4,White,5,L10 and L11: Lower supervisory and technical occupations,890
E12000001,North East,3,"Inflow: lived elsewhere one year ago outside the area, but within the associated area",4,White,6,L12: Semi-routine occupations,1941
E12000001,North East,3,"Inflow: lived elsewhere one year ago outside the area, but within the associated area",4,White,7,L13: Routine occupations,2197
E12000001,North East,3,"Inflow: lived elsewhere one year ago outside the area, but within the associated area",4,White,8,L14.1 and L14.2: Never worked and long-term unemployed,1435
E12000001,North East,3,"Inflow: lived elsewhere one year ago outside the area, but within the associated area",4,White,9,L15: Full-time students,13740
E12000001,North East,3,"Inflow: lived elsewhere one year ago outside the area, but within the associated area",5,Other ethnic group,-8,Does not apply,132
E12000001,North East,3,"Inflow: lived elsewhere one year ago outside the area, but within the associated area",5,Other ethnic group,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",111
E12000001,North East,3,"Inflow: lived elsewhere one year ago outside the area, but within the associated area",5,Other ethnic group,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",74
E12000001,North East,3,"Inflow: lived elsewhere one year ago outside the area, but within the associated area",5,Other ethnic group,3,L7: Intermediate occupations,35
E12000001,North East,3,"Inflow: lived elsewhere one year ago outside the area, but within the associated area",5,Other ethnic group,4,L8 and L9: Small employers and own account workers,41
E12000001,North East,3,"Inflow: lived elsewhere one year ago outside the area, but within the associated area",5,Other ethnic group,5,L10 and L11: Lower supervisory and technical occupations,14
E12000001,North East,3,"Inflow: lived elsewhere one year ago outside the area, but within the associated area",5,Other ethnic group,6,L12: Semi-routine occupations,29
E12000001,North East,3,"Inflow: lived elsewhere one year ago outside the area, but within the associated area",5,Other ethnic group,7,L13: Routine occupations,46
E12000001,North East,3,"Inflow: lived elsewhere one year ago outside the area, but within the associated area",5,Other ethnic group,8,L14.1 and L14.2: Never worked and long-term unemployed,132
E12000001,North East,3,"Inflow: lived elsewhere one year ago outside the area, but within the associated area",5,Other ethnic group,9,L15: Full-time students,224
E12000001,North East,4,"Inflow: lived elsewhere one year ago outside the associated area, but within the UK",-8,Does not apply,-8,Does not apply,0
E12000001,North East,4,"Inflow: lived elsewhere one year ago outside the associated area, but within the UK",-8,Does not apply,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",0
E12000001,North East,4,"Inflow: lived elsewhere one year ago outside the associated area, but within the UK",-8,Does not apply,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",0
E12000001,North East,4,"Inflow: lived elsewhere one year ago outside the associated area, but within the UK",-8,Does not apply,3,L7: Intermediate occupations,0
E12000001,North East,4,"Inflow: lived elsewhere one year ago outside the associated area, but within the UK",-8,Does not apply,4,L8 and L9: Small employers and own account workers,0
E12000001,North East,4,"Inflow: lived elsewhere one year ago outside the associated area, but within the UK",-8,Does not apply,5,L10 and L11: Lower supervisory and technical occupations,0
E12000001,North East,4,"Inflow: lived elsewhere one year ago outside the associated area, but within the UK",-8,Does not apply,6,L12: Semi-routine occupations,0
E12000001,North East,4,"Inflow: lived elsewhere one year ago outside the associated area, but within the UK",-8,Does not apply,7,L13: Routine occupations,0
E12000001,North East,4,"Inflow: lived elsewhere one year ago outside the associated area, but within the UK",-8,Does not apply,8,L14.1 and L14.2: Never worked and long-term unemployed,0
E12000001,North East,4,"Inflow: lived elsewhere one year ago outside the associated area, but within the UK",-8,Does not apply,9,L15: Full-time students,0
E12000001,North East,4,"Inflow: lived elsewhere one year ago outside the associated area, but within the UK",1,"Asian, Asian British or Asian Welsh",-8,Does not apply,33
E12000001,North East,4,"Inflow: lived elsewhere one year ago outside the associated area, but within the UK",1,"Asian, Asian British or Asian Welsh",1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",88
E12000001,North East,4,"Inflow: lived elsewhere one year ago outside the associated area, but within the UK",1,"Asian, Asian British or Asian Welsh",2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",15
E12000001,North East,4,"Inflow: lived elsewhere one year ago outside the associated area, but within the UK",1,"Asian, Asian British or Asian Welsh",3,L7: Intermediate occupations,8
E12000001,North East,4,"Inflow: lived elsewhere one year ago outside the associated area, but within the UK",1,"Asian, Asian British or Asian Welsh",4,L8 and L9: Small employers and own account workers,4
E12000001,North East,4,"Inflow: lived elsewhere one year ago outside the associated area, but within the UK",1,"Asian, Asian British or Asian Welsh",5,L10 and L11: Lower supervisory and technical occupations,8
E12000001,North East,4,"Inflow: lived elsewhere one year ago outside the associated area, but within the UK",1,"Asian, Asian British or Asian Welsh",6,L12: Semi-routine occupations,12
E12000001,North East,4,"Inflow: lived elsewhere one year ago outside the associated area, but within the UK",1,"Asian, Asian British or Asian Welsh",7,L13: Routine occupations,11
E12000001,North East,4,"Inflow: lived elsewhere one year ago outside the associated area, but within the UK",1,"Asian, Asian British or Asian Welsh",8,L14.1 and L14.2: Never worked and long-term unemployed,18
E12000001,North East,4,"Inflow: lived elsewhere one year ago outside the associated area, but within the UK",1,"Asian, Asian British or Asian Welsh",9,L15: Full-time students,87
E12000001,North East,4,"Inflow: lived elsewhere one year ago outside the associated area, but within the UK",2,"Black, Black British, Black Welsh, Caribbean or African",-8,Does not apply,17
E12000001,North East,4,"Inflow: lived elsewhere one year ago outside the associated area, but within the UK",2,"Black, Black British, Black Welsh, Caribbean or African",1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",9
E12000001,North East,4,"Inflow: lived elsewhere one year ago outside the associated area, but within the UK",2,"Black, Black British, Black Welsh, Caribbean or African",2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",12
E12000001,North East,4,"Inflow: lived elsewhere one year ago outside the associated area, but within the UK",2,"Black, Black British, Black Welsh, Caribbean or African",3,L7: Intermediate occupations,13
E12000001,North East,4,"Inflow: lived elsewhere one year ago outside the associated area, but within the UK",2,"Black, Black British, Black Welsh, Caribbean or African",4,L8 and L9: Small employers and own account workers,1
E12000001,North East,4,"Inflow: lived elsewhere one year ago outside the associated area, but within the UK",2,"Black, Black British, Black Welsh, Caribbean or African",5,L10 and L11: Lower supervisory and technical occupations,2
E12000001,North East,4,"Inflow: lived elsewhere one year ago outside the associated area, but within the UK",2,"Black, Black British, Black Welsh, Caribbean or African",6,L12: Semi-routine occupations,5
E12000001,North East,4,"Inflow: lived elsewhere one year ago outside the associated area, but within the UK",2,"Black, Black British, Black Welsh, Caribbean or African",7,L13: Routine occupations,5
E12000001,North East,4,"Inflow: lived elsewhere one year ago outside the associated area, but within the UK",2,"Black, Black British, Black Welsh, Caribbean or African",8,L14.1 and L14.2: Never worked and long-term unemployed,8
E12000001,North East,4,"Inflow: lived elsewhere one year ago outside the associated area, but within the UK",2,"Black, Black British, Black Welsh, Caribbean or African",9,L15: Full-time students,19
E12000001,North East,4,"Inflow: lived elsewhere one year ago outside the associated area, but within the UK",3,Mixed or Multiple ethnic groups,-8,Does not apply,12
E12000001,North East,4,"Inflow: lived elsewhere one year ago outside the associated area, but within the UK",3,Mixed or Multiple ethnic groups,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",9
E12000001,North East,4,"Inflow: lived elsewhere one year ago outside the associated area, but within the UK",3,Mixed or Multiple ethnic groups,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",15
E12000001,North East,4,"Inflow: lived elsewhere one year ago outside the associated area, but within the UK",3,Mixed or Multiple ethnic groups,3,L7: Intermediate occupations,5
E12000001,North East,4,"Inflow: lived elsewhere one year ago outside the associated area, but within the UK",3,Mixed or Multiple ethnic groups,4,L8 and L9: Small employers and own account workers,2
E12000001,North East,4,"Inflow: lived elsewhere one year ago outside the associated area, but within the UK",3,Mixed or Multiple ethnic groups,5,L10 and L11: Lower supervisory and technical occupations,2
E12000001,North East,4,"Inflow: lived elsewhere one year ago outside the associated area, but within the UK",3,Mixed or Multiple ethnic groups,6,L12: Semi-routine occupations,3
E12000001,North East,4,"Inflow: lived elsewhere one year ago outside the associated area, but within the UK",3,Mixed or Multiple ethnic groups,7,L13: Routine occupations,3
